"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10342811"	"0.55143"	"1.21e-02"	"3.10"	"-2.59302"	"5.81e-01"	""	""
"10542981"	"0.55143"	"1.22e-02"	"-3.10"	"-2.59491"	"-4.24e-01"	"Gmfg"	"glia maturation factor, gamma"
"10341606"	"0.55143"	"1.22e-02"	"3.10"	"-2.59514"	"7.77e-01"	""	""
"10339537"	"0.55143"	"1.22e-02"	"3.10"	"-2.59671"	"5.93e-01"	""	""
"10479765"	"0.55143"	"1.22e-02"	"3.10"	"-2.5975"	"3.95e-01"	"Suv39h2"	"suppressor of variegation 3-9 homolog 2 (Drosophila)"
"10422518"	"0.55143"	"1.22e-02"	"3.10"	"-2.5979"	"3.07e-01"	"Tmtc4"	"transmembrane and tetratricopeptide repeat containing 4"
"10383545"	"0.55143"	"1.22e-02"	"3.10"	"-2.59869"	"3.13e-01"	"Foxk2"	"forkhead box K2"
"10348378"	"0.55143"	"1.22e-02"	"-3.10"	"-2.59899"	"-4.03e-01"	"Trpm8"	"transient receptor potential cation channel, subfamily M, member 8"
"10436428"	"0.55143"	"1.22e-02"	"3.10"	"-2.59923"	"4.28e-01"	"Mina"	"myc induced nuclear antigen"
"10405727"	"0.55143"	"1.22e-02"	"3.10"	"-2.60024"	"4.15e-01"	"Carnmt1"	"carnosine N-methyltransferase 1"
"10412481"	"0.55143"	"1.22e-02"	"3.10"	"-2.60024"	"4.15e-01"	"Carnmt1"	"carnosine N-methyltransferase 1"
"10457463"	"0.55143"	"1.23e-02"	"3.10"	"-2.6027"	"5.51e-01"	"Nutf2-ps1///Nutf2"	"nuclear transport factor 2, pseudogene 1///nuclear transport factor 2"
"10468531"	"0.55143"	"1.23e-02"	"3.10"	"-2.6027"	"5.51e-01"	"Nutf2-ps1///Nutf2"	"nuclear transport factor 2, pseudogene 1///nuclear transport factor 2"
"10339746"	"0.55143"	"1.23e-02"	"3.09"	"-2.60293"	"3.67e-01"	""	""
"10601903"	"0.55143"	"1.23e-02"	"-3.09"	"-2.60382"	"-3.52e-01"	"Zcchc18"	"zinc finger, CCHC domain containing 18"
"10509820"	"0.55143"	"1.23e-02"	"3.09"	"-2.60588"	"3.32e-01"	"Rcc2"	"regulator of chromosome condensation 2"
"10482467"	"0.55143"	"1.23e-02"	"3.09"	"-2.60697"	"3.66e-01"	"Orc4"	"origin recognition complex, subunit 4"
"10581013"	"0.55143"	"1.23e-02"	"3.09"	"-2.60702"	"5.01e-01"	"Cdh11"	"cadherin 11"
"10380823"	"0.55143"	"1.24e-02"	"3.09"	"-2.60778"	"3.96e-01"	"Lasp1"	"LIM and SH3 protein 1"
"10339411"	"0.55143"	"1.24e-02"	"3.09"	"-2.61388"	"6.36e-01"	""	""
"10364194"	"0.55143"	"1.25e-02"	"3.08"	"-2.61796"	"3.35e-01"	"Lss"	"lanosterol synthase"
"10339352"	"0.55143"	"1.25e-02"	"-3.08"	"-2.61822"	"-3.65e-01"	""	""
"10370376"	"0.55143"	"1.25e-02"	"3.08"	"-2.61849"	"5.31e-01"	"Pfkl"	"phosphofructokinase, liver, B-type"
"10382565"	"0.55143"	"1.25e-02"	"3.08"	"-2.6186"	"4.47e-01"	"Mrps7"	"mitchondrial ribosomal protein S7"
"10340425"	"0.55143"	"1.25e-02"	"-3.08"	"-2.61865"	"-5.05e-01"	""	""
"10343181"	"0.55143"	"1.25e-02"	"3.08"	"-2.61866"	"5.98e-01"	""	""
"10608684"	"0.55143"	"1.25e-02"	"3.08"	"-2.62014"	"5.57e-01"	""	""
"10340826"	"0.55143"	"1.25e-02"	"3.08"	"-2.6207"	"7.72e-01"	""	""
"10343057"	"0.55143"	"1.26e-02"	"3.08"	"-2.62169"	"1.57"	""	""
"10380275"	"0.55143"	"1.26e-02"	"3.08"	"-2.62438"	"4.57e-01"	"Dgkeos"	"diacylglycerol kinase, epsilon, opposite strand"
"10485388"	"0.55143"	"1.26e-02"	"3.08"	"-2.62526"	"3.21e-01"	"Ldlrad3"	"low density lipoprotein receptor class A domain containing 3"
"10360834"	"0.55143"	"1.26e-02"	"3.08"	"-2.62544"	"4.60e-01"	"Hlx"	"H2.0-like homeobox"
"10343250"	"0.55143"	"1.26e-02"	"-3.08"	"-2.62565"	"-8.65e-01"	""	""
"10565395"	"0.55143"	"1.26e-02"	"-3.08"	"-2.62692"	"-4.21e-01"	"Olfr303"	"olfactory receptor 303"
"10528227"	"0.55143"	"1.26e-02"	"3.08"	"-2.628"	"9.25e-01"	"Gnai1"	"guanine nucleotide binding protein (G protein), alpha inhibiting 1"
"10508042"	"0.55143"	"1.27e-02"	"3.08"	"-2.62904"	"3.13e-01"	"Meaf6"	"MYST/Esa1-associated factor 6"
"10343680"	"0.55143"	"1.27e-02"	"3.08"	"-2.62994"	"1.12"	""	""
"10497309"	"0.55143"	"1.27e-02"	"3.08"	"-2.63026"	"5.01e-01"	"Snx16"	"sorting nexin 16"
"10472923"	"0.55143"	"1.27e-02"	"3.07"	"-2.63122"	"4.00e-01"	"Ak4"	"adenylate kinase 4"
"10469816"	"0.55143"	"1.27e-02"	"3.07"	"-2.63279"	"3.13e-01"	"Il1rn"	"interleukin 1 receptor antagonist"
"10343879"	"0.55143"	"1.27e-02"	"3.07"	"-2.63297"	"4.49e-01"	""	""
"10339792"	"0.55143"	"1.27e-02"	"3.07"	"-2.63324"	"7.53e-01"	""	""
"10542060"	"0.55143"	"1.27e-02"	"-3.07"	"-2.63369"	"-3.40e-01"	"Cracr2a"	"calcium release activated channel regulator 2A"
"10404132"	"0.55143"	"1.27e-02"	"-3.07"	"-2.634"	"-3.86e-01"	"Cmah"	"cytidine monophospho-N-acetylneuraminic acid hydroxylase"
"10490302"	"0.55143"	"1.27e-02"	"3.07"	"-2.63456"	"6.60e-01"	"Zfp931"	"zinc finger protein 931"
"10417698"	"0.55211"	"1.28e-02"	"-3.07"	"-2.63743"	"-6.27e-01"	"Olfr720"	"olfactory receptor 720"
"10452867"	"0.55211"	"1.28e-02"	"3.07"	"-2.63933"	"3.91e-01"	"Dpy30"	"dpy-30, histone methyltransferase complex regulatory subunit"
"10587940"	"0.55211"	"1.28e-02"	"-3.07"	"-2.63971"	"-3.94e-01"	""	""
"10378319"	"0.55211"	"1.28e-02"	"3.07"	"-2.63971"	"2.86e-01"	"P2rx5"	"purinergic receptor P2X, ligand-gated ion channel, 5"
"10411519"	"0.55336"	"1.29e-02"	"3.07"	"-2.64275"	"3.93e-01"	"Map1b"	"microtubule-associated protein 1B"
"10342291"	"0.55336"	"1.29e-02"	"-3.07"	"-2.64366"	"-6.11e-01"	""	""
"10343726"	"0.55396"	"1.29e-02"	"-3.06"	"-2.6456"	"-8.39e-01"	""	""
"10503431"	"0.55648"	"1.30e-02"	"3.06"	"-2.65046"	"3.14e-01"	"Nbn"	"nibrin"
"10463535"	"0.55664"	"1.30e-02"	"3.06"	"-2.65172"	"3.43e-01"	"Nolc1///Nolc1"	"nucleolar and coiled-body phosphoprotein 1///nucleolar and coiled-body phosphoprotein 1"
"10454192"	"0.55716"	"1.31e-02"	"3.06"	"-2.65462"	"7.00e-01"	"Ttr"	"transthyretin"
"10350530"	"0.55716"	"1.31e-02"	"-3.06"	"-2.6563"	"-4.26e-01"	"Pdc"	"phosducin"
"10546001"	"0.55716"	"1.31e-02"	"-3.06"	"-2.65677"	"-3.32e-01"	"Gkn3"	"gastrokine 3"
"10507250"	"0.55716"	"1.31e-02"	"3.06"	"-2.65736"	"4.30e-01"	"Pomgnt1"	"protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase"
"10524878"	"0.55716"	"1.31e-02"	"-3.06"	"-2.65757"	"-2.82e-01"	"Vsig10"	"V-set and immunoglobulin domain containing 10"
"10353036"	"0.55764"	"1.31e-02"	"-3.05"	"-2.65932"	"-3.38e-01"	"Tcf24"	"transcription factor 24"
"10526441"	"0.55799"	"1.32e-02"	"3.05"	"-2.66086"	"5.81e-01"	"Upk3b"	"uroplakin 3B"
"10344147"	"0.55817"	"1.32e-02"	"3.05"	"-2.66214"	"7.56e-01"	""	""
"10564057"	"0.55972"	"1.32e-02"	"-3.05"	"-2.66642"	"-1.04"	""	""
"10453214"	"0.55972"	"1.33e-02"	"3.05"	"-2.66761"	"5.14e-01"	"Nutf2-ps1///Nutf2"	"nuclear transport factor 2, pseudogene 1///nuclear transport factor 2"
"10594183"	"0.55972"	"1.33e-02"	"3.05"	"-2.66863"	"3.84e-01"	"Senp8"	"SUMO/sentrin specific peptidase 8"
"10379228"	"0.55972"	"1.33e-02"	"3.05"	"-2.66937"	"3.63e-01"	"Nos2"	"nitric oxide synthase 2, inducible"
"10403495"	"0.55972"	"1.33e-02"	"-3.05"	"-2.66951"	"-2.73e-01"	"Zp4-ps"	"zona pellucida glycoprotein 4, pseudogene"
"10578989"	"0.55982"	"1.33e-02"	"3.05"	"-2.67213"	"3.57e-01"	"Psd3"	"pleckstrin and Sec7 domain containing 3"
"10569071"	"0.55982"	"1.33e-02"	"3.04"	"-2.6727"	"3.47e-01"	"Hras"	"Harvey rat sarcoma virus oncogene"
"10399470"	"0.55982"	"1.33e-02"	"3.04"	"-2.67327"	"3.52e-01"	"Trib2"	"tribbles pseudokinase 2"
"10429686"	"0.55982"	"1.34e-02"	"3.04"	"-2.67366"	"2.98e-01"	"Ccdc166"	"coiled-coil domain containing 166"
"10597969"	"0.55982"	"1.34e-02"	"-3.04"	"-2.67692"	"-4.09e-01"	"Gm10052///Gm5803///Gm5643///Hnrnpa1"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene///predicted gene 5803///heterogeneous nuclear ribonucleoprotein A1 pseudogene///heterogeneous nuclear ribonucleoprotein A1"
"10343392"	"0.55982"	"1.34e-02"	"3.04"	"-2.67712"	"5.73e-01"	""	""
"10341847"	"0.55982"	"1.34e-02"	"3.04"	"-2.67879"	"3.66e-01"	""	""
"10402542"	"0.55982"	"1.34e-02"	"3.04"	"-2.67948"	"3.13e-01"	"Atg2b"	"autophagy related 2B"
"10384940"	"0.55982"	"1.34e-02"	"-3.04"	"-2.67953"	"-3.97e-01"	"Erlec1"	"endoplasmic reticulum lectin 1"
"10350753"	"0.55982"	"1.34e-02"	"-3.04"	"-2.67962"	"-4.58e-01"	"Glul"	"glutamate-ammonia ligase (glutamine synthetase)"
"10447773"	"0.56101"	"1.35e-02"	"3.04"	"-2.68241"	"4.57e-01"	"Slc22a3"	"solute carrier family 22 (organic cation transporter), member 3"
"10510221"	"0.56218"	"1.35e-02"	"-3.04"	"-2.68516"	"-4.38e-01"	"Gm42035///Gm3579"	"predicted gene, 42035///predicted gene 3579"
"10341740"	"0.56363"	"1.36e-02"	"3.03"	"-2.68867"	"6.60e-01"	""	""
"10359136"	"0.56363"	"1.36e-02"	"3.03"	"-2.68932"	"5.34e-01"	"Axdnd1"	"axonemal dynein light chain domain containing 1"
"10484771"	"0.56369"	"1.37e-02"	"-3.03"	"-2.69248"	"-4.18e-01"	"Olfr1213"	"olfactory receptor 1213"
"10343133"	"0.56369"	"1.37e-02"	"3.03"	"-2.69259"	"7.41e-01"	""	""
"10348902"	"0.56369"	"1.37e-02"	"3.03"	"-2.69559"	"3.24e-01"	"Gm9994///Gm6086///Gal3st2"	"predicted gene 9994///predicted gene 6086///galactose-3-O-sulfotransferase 2"
"10583519"	"0.56369"	"1.37e-02"	"3.03"	"-2.69601"	"4.96e-01"	"Icam1///Icam1"	"intercellular adhesion molecule 1///intercellular adhesion molecule 1"
"10414374"	"0.56369"	"1.37e-02"	"-3.03"	"-2.69739"	"-3.63e-01"	"Ktn1"	"kinectin 1"
"10547410"	"0.56369"	"1.37e-02"	"3.03"	"-2.69835"	"3.54e-01"	"Erc1"	"ELKS/RAB6-interacting/CAST family member 1"
"10382890"	"0.56369"	"1.37e-02"	"3.03"	"-2.69856"	"4.81e-01"	"Sec14l1"	"SEC14-like lipid binding 1"
"10517744"	"0.56369"	"1.38e-02"	"3.03"	"-2.69902"	"3.44e-01"	"Arhgef10l"	"Rho guanine nucleotide exchange factor (GEF) 10-like"
"10530029"	"0.56369"	"1.38e-02"	"3.02"	"-2.70057"	"3.87e-01"	"Lgi2"	"leucine-rich repeat LGI family, member 2"
"10509267"	"0.56369"	"1.38e-02"	"3.02"	"-2.70161"	"4.15e-01"	"Wnt4"	"wingless-type MMTV integration site family, member 4"
"10606436"	"0.56369"	"1.38e-02"	"-3.02"	"-2.70277"	"-5.98e-01"	"Hmgn5"	"high-mobility group nucleosome binding domain 5"
"10573054"	"0.56369"	"1.38e-02"	"3.02"	"-2.70401"	"5.26e-01"	"Gypa"	"glycophorin A"
"10602173"	"0.56369"	"1.39e-02"	"-3.02"	"-2.70476"	"-4.30e-01"	"Gm10052///Gm5803///Gm5643///Hnrnpa1"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene///predicted gene 5803///heterogeneous nuclear ribonucleoprotein A1 pseudogene///heterogeneous nuclear ribonucleoprotein A1"
"10387368"	"0.56369"	"1.39e-02"	"-3.02"	"-2.70489"	"-3.66e-01"	"Tmem88"	"transmembrane protein 88"
"10475965"	"0.56369"	"1.39e-02"	"3.02"	"-2.70511"	"3.97e-01"	"Polr1b"	"polymerase (RNA) I polypeptide B"
"10554074"	"0.56369"	"1.39e-02"	"-3.02"	"-2.70581"	"-3.94e-01"	"Adamts17"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17"
"10372497"	"0.56369"	"1.39e-02"	"3.02"	"-2.706"	"6.50e-01"	"Thap2"	"THAP domain containing, apoptosis associated protein 2"
"10400967"	"0.56547"	"1.39e-02"	"3.02"	"-2.71045"	"4.34e-01"	"Six1"	"sine oculis-related homeobox 1"
"10361169"	"0.56547"	"1.40e-02"	"-3.02"	"-2.71336"	"-3.02e-01"	"Hhat"	"hedgehog acyltransferase"
"10557399"	"0.56547"	"1.40e-02"	"3.02"	"-2.71364"	"4.89e-01"	"Sbk1"	"SH3-binding kinase 1"
"10419062"	"0.56547"	"1.40e-02"	"3.02"	"-2.71383"	"4.45e-01"	"Sh2d4b"	"SH2 domain containing 4B"
"10591241"	"0.56547"	"1.40e-02"	"3.01"	"-2.71601"	"4.86e-01"	"Zfp426"	"zinc finger protein 426"
"10550531"	"0.56547"	"1.40e-02"	"3.01"	"-2.7165"	"3.45e-01"	"Sympk"	"symplekin"
"10511084"	"0.56547"	"1.40e-02"	"3.01"	"-2.71676"	"4.58e-01"	"Nadk"	"NAD kinase"
"10470192"	"0.56547"	"1.41e-02"	"-3.01"	"-2.71689"	"-3.28e-01"	"Lcn3"	"lipocalin 3"
"10444841"	"0.56547"	"1.41e-02"	"3.01"	"-2.71732"	"3.00e-01"	"H2-Q10"	"histocompatibility 2, Q region locus 10"
"10341049"	"0.56605"	"1.41e-02"	"-3.01"	"-2.71916"	"-5.71e-01"	""	""
"10344225"	"0.56783"	"1.42e-02"	"3.01"	"-2.72324"	"5.88e-01"	""	""
"10466304"	"0.56783"	"1.42e-02"	"3.01"	"-2.72372"	"5.03e-01"	"Dtx4"	"deltex 4, E3 ubiquitin ligase"
"10567512"	"0.56784"	"1.42e-02"	"3.01"	"-2.72548"	"4.85e-01"	"Dnah3"	"dynein, axonemal, heavy chain 3"
"10508800"	"0.56784"	"1.42e-02"	"-3.01"	"-2.72682"	"-3.89e-01"	"Gm42035///Gm3579"	"predicted gene, 42035///predicted gene 3579"
"10573865"	"0.56784"	"1.42e-02"	"-3.01"	"-2.72682"	"-3.89e-01"	"Gm42035///Gm3579"	"predicted gene, 42035///predicted gene 3579"
"10352756"	"0.56784"	"1.42e-02"	"3.01"	"-2.72754"	"4.72e-01"	"Lpgat1"	"lysophosphatidylglycerol acyltransferase 1"
"10347117"	"0.56834"	"1.43e-02"	"3.00"	"-2.73093"	"5.50e-01"	"Cps1"	"carbamoyl-phosphate synthetase 1"
"10373810"	"0.56834"	"1.43e-02"	"3.00"	"-2.73417"	"4.41e-01"	"Dusp18"	"dual specificity phosphatase 18"
"10560190"	"0.56834"	"1.43e-02"	"3.00"	"-2.73442"	"7.04e-01"	"Ehd2"	"EH-domain containing 2"
"10437311"	"0.56834"	"1.44e-02"	"3.00"	"-2.73715"	"3.82e-01"	"Trap1"	"TNF receptor-associated protein 1"
"10500268"	"0.56834"	"1.44e-02"	"3.00"	"-2.73743"	"5.49e-01"	"Mrps21"	"mitochondrial ribosomal protein S21"
"10449018"	"0.56834"	"1.44e-02"	"-3.00"	"-2.73784"	"-3.10e-01"	"Haghl"	"hydroxyacylglutathione hydrolase-like"
"10539702"	"0.56834"	"1.44e-02"	"3.00"	"-2.73835"	"5.75e-01"	"Fam136a"	"family with sequence similarity 136, member A"
"10342923"	"0.56834"	"1.44e-02"	"3.00"	"-2.73855"	"5.28e-01"	""	""
"10400649"	"0.56834"	"1.45e-02"	"2.99"	"-2.74307"	"4.38e-01"	"Pole2"	"polymerase (DNA directed), epsilon 2 (p59 subunit)"
"10341602"	"0.56834"	"1.45e-02"	"2.99"	"-2.74321"	"5.88e-01"	""	""
"10339368"	"0.56834"	"1.45e-02"	"-2.99"	"-2.74406"	"-6.13e-01"	""	""
"10508089"	"0.56834"	"1.45e-02"	"2.99"	"-2.74413"	"3.53e-01"	"Mrps15"	"mitochondrial ribosomal protein S15"
"10512701"	"0.56834"	"1.45e-02"	"2.99"	"-2.7451"	"4.01e-01"	"Tomm5"	"translocase of outer mitochondrial membrane 5 homolog (yeast)"
"10362111"	"0.56834"	"1.46e-02"	"-2.99"	"-2.74707"	"-3.54e-01"	""	""
"10378781"	"0.56834"	"1.46e-02"	"-2.99"	"-2.74707"	"-3.54e-01"	""	""
"10381681"	"0.56834"	"1.46e-02"	"-2.99"	"-2.74707"	"-3.54e-01"	""	""
"10396110"	"0.56834"	"1.46e-02"	"-2.99"	"-2.74707"	"-3.54e-01"	""	""
"10480273"	"0.56834"	"1.46e-02"	"-2.99"	"-2.74707"	"-3.54e-01"	""	""
"10496917"	"0.56834"	"1.46e-02"	"-2.99"	"-2.74707"	"-3.54e-01"	""	""
"10521600"	"0.56834"	"1.46e-02"	"-2.99"	"-2.74707"	"-3.54e-01"	""	""
"10485117"	"0.56985"	"1.46e-02"	"2.99"	"-2.75025"	"4.17e-01"	"Creb3l1"	"cAMP responsive element binding protein 3-like 1"
"10338403"	"0.57059"	"1.47e-02"	"-2.99"	"-2.7553"	"-7.04e-01"	""	""
"10514255"	"0.57059"	"1.47e-02"	"2.98"	"-2.75755"	"3.10e-01"	"Mllt3"	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3"
"10562963"	"0.57059"	"1.48e-02"	"-2.98"	"-2.75981"	"-3.94e-01"	"D7Bwg0826e"	"DNA segment, Chr 7, Brigham & Women's Genetics 0826 expressed"
"10443817"	"0.57059"	"1.48e-02"	"2.98"	"-2.76065"	"4.09e-01"	"Pknox1"	"Pbx/knotted 1 homeobox"
"10343000"	"0.57059"	"1.48e-02"	"-2.98"	"-2.76114"	"-5.80e-01"	""	""
"10481518"	"0.57059"	"1.48e-02"	"2.98"	"-2.76142"	"3.67e-01"	"Ptges"	"prostaglandin E synthase"
"10494636"	"0.57059"	"1.48e-02"	"-2.98"	"-2.76165"	"-2.81e-01"	"Reg4"	"regenerating islet-derived family, member 4"
"10340501"	"0.57059"	"1.48e-02"	"-2.98"	"-2.76335"	"-4.55e-01"	""	""
"10565862"	"0.57059"	"1.49e-02"	"2.98"	"-2.76507"	"3.90e-01"	"Pold3"	"polymerase (DNA-directed), delta 3, accessory subunit"
"10353871"	"0.57059"	"1.49e-02"	"2.98"	"-2.76566"	"4.03e-01"	"Lman2l"	"lectin, mannose-binding 2-like"
"10338554"	"0.57059"	"1.49e-02"	"-2.98"	"-2.76723"	"-7.19e-01"	""	""
"10466302"	"0.57059"	"1.49e-02"	"-2.98"	"-2.76758"	"-5.35e-01"	""	""
"10598848"	"0.57059"	"1.49e-02"	"2.98"	"-2.76771"	"4.34e-01"	"Jade3"	"jade family PHD finger 3"
"10454411"	"0.57059"	"1.49e-02"	"-2.98"	"-2.76858"	"-3.97e-01"	"Gm10052///Gm5803///Gm5643///Hnrnpa1"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene///predicted gene 5803///heterogeneous nuclear ribonucleoprotein A1 pseudogene///heterogeneous nuclear ribonucleoprotein A1"
"10600480"	"0.57059"	"1.49e-02"	"-2.98"	"-2.76871"	"-1.15"	"Gm21637///Spin2d///Gm2837///Spin2-ps1"	"predicted gene, 21637///spindlin family, member 2D///spindlin family, member 2 pseudogene///spindlin family, member 2, pseudogene 1"
"10603230"	"0.57059"	"1.49e-02"	"-2.98"	"-2.76871"	"-1.15"	"Gm21637///Spin2d///Gm2837///Spin2-ps1"	"predicted gene, 21637///spindlin family, member 2D///spindlin family, member 2 pseudogene///spindlin family, member 2, pseudogene 1"
"10605353"	"0.57059"	"1.49e-02"	"-2.98"	"-2.76871"	"-1.15"	"Gm21637///Spin2d///Gm2837///Spin2-ps1"	"predicted gene, 21637///spindlin family, member 2D///spindlin family, member 2 pseudogene///spindlin family, member 2, pseudogene 1"
"10574157"	"0.57059"	"1.50e-02"	"2.98"	"-2.76965"	"2.78e-01"	"Nlrc5"	"NLR family, CARD domain containing 5"
"10474671"	"0.57059"	"1.50e-02"	"2.97"	"-2.77255"	"3.92e-01"	"Spred1"	"sprouty protein with EVH-1 domain 1, related sequence"
"10582006"	"0.57059"	"1.50e-02"	"-2.97"	"-2.7728"	"-5.86e-01"	"Gm10620"	"predicted gene 10620"
"10340853"	"0.57059"	"1.51e-02"	"2.97"	"-2.77647"	"9.38e-01"	""	""
"10441530"	"0.57059"	"1.51e-02"	"-2.97"	"-2.77773"	"-7.76e-01"	"Sytl3"	"synaptotagmin-like 3"
"10515574"	"0.57059"	"1.51e-02"	"2.97"	"-2.77849"	"3.72e-01"	"St3gal3"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
"10590182"	"0.57059"	"1.52e-02"	"2.97"	"-2.7817"	"5.60e-01"	"Exog"	"endo/exonuclease (5'-3'), endonuclease G-like"
"10550840"	"0.57059"	"1.52e-02"	"-2.97"	"-2.78315"	"-3.54e-01"	"Zfp112"	"zinc finger protein 112"
"10523563"	"0.57059"	"1.52e-02"	"2.97"	"-2.78357"	"5.24e-01"	"Cds1"	"CDP-diacylglycerol synthase 1"
"10593205"	"0.57059"	"1.52e-02"	"2.97"	"-2.78384"	"5.25e-01"	"Rexo2"	"RNA exonuclease 2"
"10427310"	"0.57059"	"1.52e-02"	"-2.96"	"-2.78618"	"-3.93e-01"	"Gm10052///Gm5803///Gm5643///Hnrnpa1"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene///predicted gene 5803///heterogeneous nuclear ribonucleoprotein A1 pseudogene///heterogeneous nuclear ribonucleoprotein A1"
"10406905"	"0.57059"	"1.53e-02"	"-2.96"	"-2.78736"	"-3.87e-01"	"Ccdc125"	"coiled-coil domain containing 125"
"10339138"	"0.57059"	"1.53e-02"	"-2.96"	"-2.78749"	"-8.12e-01"	""	""
"10526232"	"0.57059"	"1.53e-02"	"-2.96"	"-2.78754"	"-3.15e-01"	"Wbscr27"	"Williams Beuren syndrome chromosome region 27 (human)"
"10338678"	"0.57059"	"1.53e-02"	"2.96"	"-2.78809"	"7.62e-01"	""	""
"10506680"	"0.57059"	"1.53e-02"	"2.96"	"-2.78976"	"3.59e-01"	"Ndc1"	"NDC1 transmembrane nucleoporin"
"10532984"	"0.57059"	"1.53e-02"	"2.96"	"-2.78991"	"4.96e-01"	"Dynll1"	"dynein light chain LC8-type 1"
"10387743"	"0.57059"	"1.53e-02"	"2.96"	"-2.78997"	"6.13e-01"	"Slc2a4"	"solute carrier family 2 (facilitated glucose transporter), member 4"
"10430297"	"0.57059"	"1.53e-02"	"2.96"	"-2.79108"	"3.98e-01"	"Pvalb"	"parvalbumin"
"10383196"	"0.57059"	"1.54e-02"	"2.96"	"-2.79192"	"4.62e-01"	""	""
"10482500"	"0.57059"	"1.54e-02"	"2.96"	"-2.7922"	"5.03e-01"	"Rnd3"	"Rho family GTPase 3"
"10339096"	"0.57059"	"1.54e-02"	"-2.96"	"-2.79277"	"-6.69e-01"	""	""
"10589057"	"0.57059"	"1.54e-02"	"-2.96"	"-2.79301"	"-4.52e-01"	"Mir191"	"microRNA 191"
"10574145"	"0.57059"	"1.54e-02"	"2.96"	"-2.79369"	"4.18e-01"	"Nlrc5"	"NLR family, CARD domain containing 5"
"10380699"	"0.57059"	"1.54e-02"	"2.96"	"-2.79439"	"5.25e-01"	"Copz2"	"coatomer protein complex, subunit zeta 2"
"10391831"	"0.57059"	"1.54e-02"	"2.96"	"-2.79589"	"3.52e-01"	"Dcakd"	"dephospho-CoA kinase domain containing"
"10530499"	"0.57059"	"1.54e-02"	"-2.96"	"-2.79679"	"-3.56e-01"	"Gm5868///Slc10a4"	"predicted gene 5868///solute carrier family 10 (sodium/bile acid cotransporter family), member 4"
"10545515"	"0.57059"	"1.55e-02"	"2.95"	"-2.79992"	"5.46e-01"	"Dnah6"	"dynein, axonemal, heavy chain 6"
"10341818"	"0.57059"	"1.55e-02"	"-2.95"	"-2.80058"	"-1.02"	""	""
"10338286"	"0.57059"	"1.55e-02"	"2.95"	"-2.8009"	"4.52e-01"	""	""
"10364419"	"0.57059"	"1.55e-02"	"-2.95"	"-2.80159"	"-3.59e-01"	"Olfr1353"	"olfactory receptor 1353"
"10468517"	"0.57059"	"1.55e-02"	"-2.95"	"-2.80175"	"-4.65e-01"	""	""
"10338889"	"0.57059"	"1.55e-02"	"-2.95"	"-2.80181"	"-6.39e-01"	""	""
"10391036"	"0.57059"	"1.55e-02"	"2.95"	"-2.80256"	"1.28"	"Krt19"	"keratin 19"
"10394770"	"0.57059"	"1.56e-02"	"2.95"	"-2.80331"	"5.09e-01"	"Odc1"	"ornithine decarboxylase, structural 1"
"10376019"	"0.57059"	"1.56e-02"	"2.95"	"-2.80386"	"3.96e-01"	""	""
"10558903"	"0.57059"	"1.56e-02"	"2.95"	"-2.80654"	"4.69e-01"	"Taldo1"	"transaldolase 1"
"10532052"	"0.57059"	"1.57e-02"	"-2.95"	"-2.80871"	"-3.63e-01"	"Hfm1"	"HFM1, ATP-dependent DNA helicase homolog"
"10406067"	"0.57059"	"1.57e-02"	"2.95"	"-2.80916"	"3.48e-01"	"Clptm1l"	"CLPTM1-like"
"10521589"	"0.57059"	"1.57e-02"	"-2.95"	"-2.80958"	"-4.47e-01"	"Cir1"	"corepressor interacting with RBPJ, 1"
"10505914"	"0.57059"	"1.57e-02"	"-2.95"	"-2.81011"	"-4.89e-01"	"Zfp352"	"zinc finger protein 352"
"10535852"	"0.57059"	"1.57e-02"	"2.95"	"-2.81012"	"4.10e-01"	"Slc7a1"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1"
"10438517"	"0.57059"	"1.57e-02"	"2.95"	"-2.81198"	"3.49e-01"	"Alg3"	"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)"
"10352110"	"0.57059"	"1.58e-02"	"-2.94"	"-2.81453"	"-4.14e-01"	"Gm7068///Gm16432"	"predicted gene 7068///predicted gene 16432"
"10344103"	"0.57059"	"1.58e-02"	"-2.94"	"-2.81494"	"-5.81e-01"	""	""
"10410460"	"0.57059"	"1.58e-02"	"2.94"	"-2.81519"	"3.36e-01"	"Ube2ql1"	"ubiquitin-conjugating enzyme E2Q family-like 1"
"10471045"	"0.57059"	"1.58e-02"	"2.94"	"-2.8158"	"3.94e-01"	"Ptpa"	"protein phosphatase 2 protein activator"
"10376094"	"0.57059"	"1.58e-02"	"2.94"	"-2.81635"	"4.89e-01"	""	""
